Speaker;Party;Country;Quote;date;Subject;Author;Questions and Answers
Charles Tannock;ECR;UK;shadow rapporteur albania rapporteur northern neighbour montenegro delighted welcome report albania worked hard fulfil 12 key priority outlined commission 2010 opinion commended progress continues acceptable pace preclude noting area independence judiciary priority whilst effort tackle organised crime corruption need improvement whilst true say eu accession binding goal driving force continued reform albania politician remain mindful need work spirit cooperation compromise particularly speaking country largest political party fulfil copenhagen criterion essential eu accession aside purely political issue progress report raise concern relating discrimination disabled person rom lgbt community clearly area need attention progress head positive direction reiterate previous support albania ultimately conferred candidate country status;12/12/2013;;;
Marc Tarabella;PES;BE;writing albania progress achieving key priority set commission 2010 opinion reform process continued satisfactorily adopted essential reform measure needed judicial parliamentary public administration field consent party considering challenge need quickly effectively addressed order progress path accession european union despite progress far new parliamentary legislation opened division political force event political force urgently promote spirit dialogue cooperation compromise mainly relation major political power actor country social life encourage albanian government continue effort;12/12/2013;;;
SilviaAdriana Ticau;PES;RO;writing voted favour resolution report albania progress recorded 2013 albania progress meeting 12 key priority set commission 2010 opinion ongoing reform process satisfactory way welcome support recommendation 2013 albanian development report ask council acknowledge progress agree albania candidate country status time ask albanian authority political force consolidate progress far albanian government improve administrative capacity continuing public administration reform albanian justice fully independent predictable efficient equitable citizen business trust justice underline special attention paid protecting right child investment education elderly particular case child belonging minority marginalized group prevent exclusion adopt measure aimed ensuring care nutrition support family avoid transmission poverty generation urge government develop renewable energy policy address effectively waste management problem develop sustainable ecofriendly tourism;12/12/2013;;;
Angelika Werthmann;ALDE;AT;writing rapporteur taken positive step albania europe remains critical stress lack effort area room improvement albania effort welcome criticized thought immediate provision status applicant country excessive particular human right violation discrimination individual minority negative compatible european directive;12/12/2013;;;
Ines Cristina Zuber;GUE/NGL;PT;writing resolution different country applying eu membership substantially different text approved 2012 text common matrix cross political economic social model corresponds interest eu great power monopoly implementation community acquis continues eu trojan horse requiring transposition country implementation led led accelerated way destruction significant national productive sector country joined eu opening way entry entry major power monopoly resolution maintains defence path privatization dismantling basic public service destruction thousand smes small mediumsized farmer elimination million job reiterate defence sovereignty independence albania right selfdetermination people exercise essential guarantee right free interference external pressure wish join eu;12/12/2013;;;
Davor Ivo Stier;EPP;HR;mr president european council dedicated common defence policy right time ally increasingly turning attention new priority security challenge asia european union accordingly greater responsibility defence respect addition defined approach pulling sharing important establish new coordination mechanism council form defence minister time advance coordination cooperation allow make phone white paper clear mission task european union defence policy strategic orientation european community defence case understood form nato opposition north atlantic union remains large number member state stonebased european security architecture framework transatlantic cooperation partnership euroatlantic spirit necessary increase level ability participation european union field international security;12/12/2013;;;
Adam Bielan;ECR;PL;mr president thanks involvement commission error writing polish government policy expanded regard situation ukraine opinion important thing leader member state concerned moment week kiev city authority protesting decision withdraw approval partnership agreement european union opening negotiation ukrainian society expressing proeuropean aspiration shortterm involvement eu diplomacy relation eastern neighbour insufficient opening total lack common policy russia appeal possible step positive solution ukrainian crisis whale close relation brussels chance europe;12/12/2013;;;
Kharalampos Aggourakes;GUE/NGL;EL;writing kke voted favour joint resolution deal people party social democrat volunteer 1920 december 2013 prepare eu summit promotes strengthens european opposition people inside outside union call summit promote completion banking union deepen capital reform member state encourage exploitation worker order ensure profit business group seek strengthen military military pillar imperialist eurounism common security defence policy kpaa act mean planet cooperation nato time aim eu militarization ensure military infrastructure criminal action continent world document eu action encourages concentration military industry hand large monopoly maintenance resolution national defence industry line need eu imperialist strategic plan h eu enemy people h sale decommissioning definitive solution option serf people interest;12/12/2013;;;
Elena Basescu;EPP;RO;writing voted favour resolution believe solution problem facing european defence industry begin highest level european council offer policy guideline greater cooperation field need ignore aspect consider essential policy development union defence capacity romania important role play achieving objective result opening work antiracet shield devesel october 28th concrete outcome strategic partnership country united state project provide protection romania state region ballistic missile attack;12/12/2013;;;
Mara Bizzotto;EFD;IT;writing intend support vote resolution preparation european council 19 20 december proposal contained completely different policy line supported;12/12/2013;;;
Philippe Boulland;EPP;FR;writing voted favour european council resolution preparation 19 20 december 2013 mainly concern europe defence french troop fighting restore stability stop massacre central africa;12/12/2013;;;
Lara Comi;EPP;IT;writing european council decision defines union policy guideline priority providing necessary incentive development meeting 1920 december european council called make important choice implementation banking union progress common defence security policy psdc creation joint defence policy area fundamental importance union ability meet challenge future internal environment relation rest ofthe world stake voted favour proposal call european council create condition necessary enable member state union greater responsibility area spirit solidarity loyal cooperation;12/12/2013;;;
Joao Ferreira;GUE/NGL;PT;writing doubt majority european parliament right social democracy fulfilled scope destroying democratic right gain especially labour social political sphere national sovereignty imposition neocolonial command sovereign country people resolution come clarify responsibility approved text show crisis capitalism undermining eu crisis offensive militaryist imperialism crisis expose limit contradiction eu militaryization international relation international division area influence instrumentation united nation promotion war occupation neocolonialism main objective controlling access ensuring increasingly scarce natural resource area particularly energy market strategic way reality resolution indissociable deepening neoliberalism federalism european council meeting follow eu assimilation new nato strategic concept decided lisbon 2010 confirming european union pillar criminal organization development pose huge threat peace security europe world;12/12/2013;;;
Monika Flasikova Benova;PES;SK;writing european union institute member state developed effort restore financial credibility stability resulted acceptance implementation structural reform adoption new framework economic governance note important make effort affected creation real bank mission better coordination economic policy needed improved view strengthening competitiveness sustainability job creation member state union believe fundamental assumption policy end basic application eu legislation;12/12/2013;;;
Bela Kovacs;NI;HU;writing crisis european union deepening hungary drug chain increasingly looking forward future europe likely face crisis thanks neoliberal economic policy initiative encouraged accept banking union integration institution unacceptable;12/12/2013;;;
JeanLuc Melenchon;GUE/NGL;FR;writing common resolution law sociodemocrats express recommendation european council broad line deepen economic monetary union integrate tscg european law 2018 promote strengthened european defence gageons council welcome liberal authoritarian litans case object block content resolution vote;12/12/2013;;;
Willy Meyer;GUE/NGL;ES;writing voted resolution intended silence critical vote taken institution order produce speech adopted council political draft majority european parliament agreed accept political draft aim strengthen power european minority benefiting massive poverty million citizen council intends deepen economic monetary union currently led economic disaster facing country south europe advance defence policy share european union council political line decided vote report;12/12/2013;;;
Claudio Morganti;EFD;IT;writing situation country union dramatic believe summit recent month given answer people expecting continue propose panacea choose drastic choice basis lack awareness europe structured longer able respond crisis challenge today clear main problem unemployment especially young people way solve situation reducing competitiveness european business order road opinion mandatory view fact global competition pursued competes field different rule need protect industry making foreign good attractive introduction tax stop phenomenon delocalization useless save probably brand lose production work territory trade policy measure absolutely useless european summit held month discus;12/12/2013;;;
Raul Romeva i Rueda;Greens/EFA;ES;oppose general approach basically tending justify increase security measure defense expedition;12/12/2013;;;
Dubravka Suica;EPP;HR;pressed need remember promotion peace european value wellbeing people main objective european union believe common security defence policy serf objective defence pay attention deserves believe member state support strong european defence technology industry base given defence policy fall responsibility member state addition defence policy importance sustainable economic growth stressed contribute strong economic cooperation hand hand eu incentive mechanism issue forgotten union main institution create good cooperation communication better implementation eu policy;12/12/2013;;;
Marc Tarabella;PES;BE;writing word remind european council taken political commitment reach agreement single resolution mechanism end current legislation invite ask council minister ensure negotiation guarantee deposit directive framework recovery resolution failure place end 2013 regard emu european council political commitment implementation legislative preparation basis treaty order improve coordination economic policy ask basis improvement coordination economic policy legal act converging guideline adopted accordance ordinary legislative procedure defining given period limited number objective urgent reform measure;12/12/2013;;;
Nuno Teixeira;EPP;PT;writing european council meeting place 19 20 december main agenda european union defence policy economic monetary union term defence appropriate study possible creation common military force international level humanitarian conflict enable european union faster efficient response capacity understand positive dynamise eu industrial defence policy create council defence minister term economic monetary union believe time forward creation conclude new agreement essential restore credibility european union particularly euro area;12/12/2013;;;
SilviaAdriana Ticau;PES;RO;writing voted favour resolution preparation european council meeting 1920 december 2013 believe enhancing economic cooperation accompanied mechanism based encouragement measure believe additional funding instrument solidarity mechanism integral eu budget remain outside agreed multiannual financial framework mff ceiling believe member state commit supporting european industrial technological defence base edtib closer coordination planning national defence budget possible establishing semester devoted defence problem closer cooperation industry level harmonising standard certification defence equipment lead strong edtib able overcome fragmentation increase creativity capacity european industry sector new incentive support measure defence industry commitment development defence technology key system tax incentive financial support research development institutionalization synergy civil military capacity;12/12/2013;;;
MarieChristine Vergiat;GUE/NGL;FR;writing voted european parliament resolution preparation council 19 20 december focusing mainly defence issue resolution proposes inter alia establishment enhanced european defence creation council defence minister fully justify opposition contrary disappointed lack political order actually promote nonmilitary resolution conflict regret emphasis placed defence union monitoring activity eu external policy strictly civil admitted period crisis austerity policy imposed public policy asked increase union military budget recasting mean investment civil development industry provide response aspiration economic social need population;12/12/2013;;;
Angelika Werthmann;ALDE;AT;writing package motion resolution contains different aspect view represented author addition noted issue dealt motion resolution controversial equally complex overcome financial economic crisis need appropriate measure drive debt crisis member group represent position pursue humanitarian civil foreign policy objective union present international level;12/12/2013;;;
Ines Cristina Zuber;GUE/NGL;PT;writing doubt compliance majority meps right social democracy regard deepening framework destruction democratic right gain particular labour social political level attack national sovereignty imposition neocolonial command sovereign country people resolution come clarify responsibility approved text show crisis capitalism undermining eu crisis offensive militaryist imperialism crisis expose limit contradiction eu translated militarization international relation international division area influence united nation instrumentization promoting war occupation neocolonialism main objective controlling access ensuring domain natural resource increasingly scarce particularly energy market strategic way indissociable deepening neoliberalism federalism european council meeting 19 20 december follow process arising nato decision new strategic concept confirming eu european pillar criminal organization;12/12/2013;;;
Anna Zaborska;EPP;SK;voting management simply finally vote hand support draft real economic monetary union able address shortcoming led introduction euro tax financial transaction mean increase tax burden step harmonising tax revenue refuse opposed weakening position small member state council addressing union major agency reject possibility accept deficit budget union introduce major resource member state doubt purpose using resource union budget solution raise resource better manage;12/12/2013;;;
Elena Basescu;EPP;RO;writing voted favour report want draw attention fact governance level different government concept confused suffer country like romania support deeper integration address state create europe pace referring option creating unemployment insurance fund euro area state say europe speed turn practically offer place security addition state know measure implemented amendment treaty like draw attention fact proposal discriminate country adopted euro currency;12/12/2013;;;
Ivo Belet;EPP;BE;writing mr president support report close binding economic monetary cooperation essential vulnerable union hand hand strengthening social dimension good european commission proposal social dimension emu social indicator adopt eu semester form basis competitiveness convergence instrument icc instrument draw positive dynamic encourage member state carry difficult essential structural reform view balanced social economic policy particular better job;12/12/2013;;;
Mara Bizzotto;EFD;IT;writing share position supported report monetary policy eu support text vote;12/12/2013;;;
Philippe Boulland;EPP;FR;writing voted favour report constitutional problem level governance european union need restore clarity simplicity order usefulness european institution functioning citizen;12/12/2013;;;
Lara Comi;EPP;IT;writing agree euro going meant currency state inflation objective current high low economic governance level allow political coherence necessary maximize effectiveness economic policy instead national fiscal policy commission say right enter individual expenditure revenue component point citizencontributor right ask tax determined rome brussels tax pressure excessive appropriate place order power voted favour report;12/12/2013;;;
George Sabin Cutas;PES;RO;writing voted favour report administration eu level offer welcome guide union activity believe eu focus employment available time minister finance resource time troika subject democratic control;12/12/2013;;;
Tadeusz Cymanski;EFD;PL;writing constitutional character state sovereignty free influence party independent independent political power territory unfortunately farreaching integration european union threaten credibility careful case legislative initiative taking place chamber report r gualtieriego r calling european union continue united create effective economicwave union cost exercising certain power authority member state main recommendation report strengthen union competence particular economic policy increase budgetary opportunity role role parliament predecessor believe adopted;12/12/2013;;;
Jill Evans;Greens/EFA;UK;voted favour report frequently called parliament democratic arm eu fully integrated decisionmaking process eu important constituent wale conduct eu business legal certainty treaty intergovernmental treaty;12/12/2013;;;
Joao Ferreira;GUE/NGL;PT;writing report progress guideline greater seriousness defined legal institutional architecture seek consolidate eternal austerity bring budgetary treaty force legal framework european union point proposing entry force future amendment treaty fifth member state propose generalisation principle inverse majority adopted budgetary treaty impose automatic sanction considered noncompulsory country limiting defence possibility accepted council recommendation commission adopts binding guideline economic policy euro area country framework european semester called voting process council require uniformity exception carried qualified majority eliminating important instrument defence vital interest state guarantor equality reference word limited vocabulary adopted report significant abovementioned proposal voted favour psd cd p independent member green group;12/12/2013;;;
Monika Flasikova Benova;PES;SK;writing crisis given rise lack integration euro development added new dimension debate crossborder irradiation union context necessary point debate crossborder riadation covered question riotisation relates enforcement law involvement national regional local authority important monitor intensive social policy employment policy economic social impact manner comparable domestic economic policy essential ensure europe withdrawal properly guided;12/12/2013;;;
EduardRaul Hellvig;ALDE;RO;writing context european integration process different integration necessity overcoming crisis recent economic financial crisis confirms report longer opportunity economic monetary union need ambitious initiative banking union budgetary fiscal coordination function properly particularly important deeper integration initiative carried current institutional framework based community approach use intergovernmental agreement resolve crisis excessive method democratic control parliament different integration lead eu unit problem reflected ep level regard decision euro area creation subcommission subject inappropriate exclude member country join euro representing general european member unfortunately optouts different membership euro schengen area complex citizen difference obstacle right want join identify citizen european project essential maintain consistency;12/12/2013;;;
Bela Kovacs;NI;HU;writing result ongoing crisis european union deepening home market increasingly looking forward future europe fact likely face crisis thanks neoliberal economic policy report strengthens economic monetary union integration required totally unacceptable;12/12/2013;;;
JeanLuc Melenchon;GUE/NGL;FR;writing bavard legal value intended strengthen eu democratic legitimacy analysis framework proposal important democratic principle report state eu authoritarian tool treaty lisbon imposed people france netherlands ireland despite negative vote budget agreement corollary tscg treaty far wanting change logic instrument proposes instead strengthen happen destruction sovereignty people report foresees new democratic framework possibility modifying treaty agreeing state establishment minister union budget strengthen commission veto right national budget ask european parliament ppe pse rapporteur right repeat angela merkel proposal vote report fall eu financial state people;12/12/2013;;;
Roberta Metsola;EPP;MT;report focus developing guideline strategy maintain consistency action european union voted favour;12/12/2013;;;
Alexander Mirsky;PES;LV;community method used measure aimed strengthening emu voted favour;12/12/2013;;;
Raul Romeva i Rueda;Greens/EFA;ES;favour differentiation constitutive feature process european integration mean allow progress guarantee substantial respect principle equality understood equal treatment equal situation unequal treatment unequal situation differentiated integration continue act forerunner deepening european integration started subgroup member state remains open member state aim complete integration treaty differentiated integration take form state seek achieve goal according different timeframes state agree differ goal differentiation undermine union citizenship fundamental status member state national enabling situation enjoy scope treaty treatment law irrespective nationality;12/12/2013;;;
Catherine Stihler;PES;UK;voted coherent strong report look potential treaty eu considers strategy strengthen integration euro area damaging functioning eu;12/12/2013;;;
Dubravka Suica;EPP;HR;pressed support report making progress term democracy legality work eu institution time reflecting consistency dynamism european structure given shared authority foundation legitimacy democracy looking forward clear framework eu institution believe key implementation union rule structured policy ensure measure action taken effective hand respect democratic functioning european integration given current economic crisis involved eu monetary policy solution new rule measure created emerging problem extremely important focus central issue power institution procedure carry european union support position commission objective cooperation known european level level support balance institution want maintain unity union diversity unit work existing contract leave control european parliament;12/12/2013;;;
Marc Tarabella;PES;BE;writing difference constitutional feature european integration process mean ensuring progress ensuring substantive respect principle equality understood treatment similar situation treatment different non similar situation different integration continue play crucial role deepening european integration group member state remains open member state order achieve integration treaty reaffirm desire genuine emu strengthens european union competence particular field economic policy increase budgetary capacity enhances role democratic responsibility parliament priority;12/12/2013;;;
Nuno Teixeira;EPP;PT;writing treaty provide various option various different integration instrument limitation scope territorial application safeguard clause derogation enhanced cooperation specific provision member state currency euro agree report present various suggestion improving economic coordination european union strengthening resource budgetary capacity role democratic responsibility ofthe european commission stress importance revision treaty allows change voting process council require uniformity qualified majority legal framework european agency capable performing specific executive function social partner involved future revision;12/12/2013;;;
Marianne Thyssen;EPP;BE;writing subject report concern primarily management emu rapporteur econ commission given better position advice course regret voting confidence report afco commission outcome ambitious balanced report building parliament emu report year resolution basis budget agreement 25 member state number resolution adopted following legislative dossier dealt past year good stress need banking union restore confidence safeguard economy report show want emu deepening expanding want stable democratic emu way like congratulate rapporteur outcome;12/12/2013;;;
SilviaAdriana Ticau;PES;RO;writing voted favour resolution constitutional problem administration european union level believe need consolidated budgetary capacity based resource support union budget growth social cohesion correct imbalance structural difference financial emergency directly related monetary union subsidizing traditional function european union budget finance common policy believe positive eu evolution need balance employment policy economic policy accordance article 121 148 tfeu accordance treaty union policy activity defined implemented consideration given promoting employment ensuring adequate social protection request establishment indicator employment social indicator complete fiscal macroeconomic indicator development structural reform report ensure appropriate effective level social investment sustainability european social model european union longterm perspective;12/12/2013;;;
MarieChristine Vergiat;GUE/NGL;FR;writing report based continuation austrian policy implemented eu particular euro pact sixpack twopack translation european budgetary law text proposes european parliament adopt multispeed approach able propose different calendar course changing target france accepted particular medium term maximise possibility offered existing treaty using flexibility clause article 352 tfeu enhanced cooperation article 20 tfeu thinking word right pocket opinion growing number expert follow policy right wall social consequence know report light increasingly aggressive federalism state deny possibility returning antidemocratic constitutes legacy national popular sovereignty voted favour report delay;12/12/2013;;;
Angelika Werthmann;ALDE;AT;writing differential integration intended welcome careful set realistic present report mainly positive assessed;12/12/2013;;;
Ines Cristina Zuber;GUE/NGL;PT;writing report progress guideline greater seriousness defined legal institutional architecture seek consolidate eternal austerity bring budgetary treaty force legal framework european union point proposing entry force future amendment treaty fifth member state propose generalisation principle inverse majority adopted budgetary treaty impose automatic sanction considered noncompulsory country limiting defence possibility injectable;12/12/2013;;;
Zdravka Busic;EPP;HR;mr president believe clear need formalise way open issue addressed especially turbulent time question parliament want people represents clear greater need council meeting time crisis obvious functional level relation politics aware relation institution union changing day time getting turbulence according obliged react ready forward welcome report greatest possible attention focused;12/12/2013;;;
Anna Zaborska;EPP;SK;decisionmaking eu set difference simplest citizen member state today understand european legislative process functioning role responsibility government process shortterm review think main problem time need able learn specific fraud evil heard people period complicated legislative work role friendly approach improve practical functioning relation european parliament commission council europe think issue need addressed supported management;12/12/2013;;;
Elena Basescu;EPP;RO;writing voted favour report agree need transparency european decisionmaking process adoption budget period 20142020 difficult process raised number problem relation european institution hand european council provides general guideline union important role play adoption multiannual budget hand parliament represents citizen democratic legitimacy treaty lisbon enters force parliament role adoption budget greatly increased future balance delay adoption important act union budget;12/12/2013;;;
Mara Bizzotto;EFD;IT;writing share position supported onthespot report lamassoure analyzes relation european parliament institution representing national government intend vote favour;12/12/2013;;;
Philippe Boulland;EPP;FR;writing voted favour colleague alain lamassoure report relation european parliament institution representing national government intends draw year application treaty lisbon propose formalise relation parliament council europe;12/12/2013;;;
Lara Comi;EPP;IT;writing voted favour resolution strongly believe relation parliament institution representing citizen european council government sit time year witnessed contrast custom citizen government negative exciting example indication product origin traceability strongly desired citizen opposed government better coordination make europe democratic respectful citizen business;12/12/2013;;;
Vasilica Viorica Dancila;PES;RO;writing president european council high representative union foreign affair security policy invited commission president participate year general debate union internal external situation;12/12/2013;;;
Jill Evans;Greens/EFA;UK;voted favour report aim clarify relationship parliament european council voice council utmost importance wale voice heard parliament robust arrangement institution pending broader reform package way achieve;12/12/2013;;;
Joao Ferreira;GUE/NGL;PT;writing report largely european parliament poor conscience voting power extremely unlawfully say intergovernmental method clearly defending role parliament codecision community method ended accepting reproducing european council position previously criticized parliament credible clear process adoption multiannual financial framework 20142020 parliament complied previously said accept surprising parliament playing hand difference state exist council majority exist government member state repeated hardy farsa necessary preelection scenario voter number recommendation strengthen parliament role finally usual test life unusual unknown addition obviously rejected federalist approach report voted;12/12/2013;;;
Monika Flasikova Benova;PES;SK;writing lisbon treaty gave european council status eu institution changing role pressure crisis role increased markedly number memory problem issue brought european council ordinary overarching council minister pain significant crossborder framework establishment agreement state european council legislative function context context democratic framework decisionmaking process consider memorial leftoftheback friend care relevant parliamentary control;12/12/2013;;;
Brice Hortefeux;EPP;FR;writing entry force treaty lisbon year institutional scheme continued evolve face economic difficulty european council committed providing specific guidance europe able appeal time shortterm decision crisis real decisionmaking body democratic legitimacy treaty disadvantage course head state government elected nation democratic representation european parliament actually lost credibility practice past year revealed european council focal point community life parliament commission council minister continue daily sponsor essential formalise role colleague alain lamassoure suggests like european council make clear prejudice presidentinoffice commission elected 2014;12/12/2013;;;
Bela Kovacs;NI;HU;writing strongly believe democracy ensure institution chosen directly citizen uphold rule law eu representative ep elected appointed et commission position deal completely disengaged section report support european parliament like increase force council europe;12/12/2013;;;
Constance Le Grip;EPP;FR;writing approach european election necessary reassess expectation council ask future president european council come parliament plenary strasbourg present issue agenda european summit believe future president parliament able participate meeting summit head state government finally remember member state submit application position president european commission account result european election respect electoral choice future president future chairman european commission invested european meps head state government identifying capable gathering behalf parliamentary suffering european political party committed design election candidate hope new political issue course promote electoral participation;12/12/2013;;;
Veronique Mathieu Houillon;EPP;FR;writing voted favour report proposing formalise council relation european parliament parliament proposal council meeting preceded debate european parliament president council present matter agenda;12/12/2013;;;
JeanLuc Melenchon;GUE/NGL;FR;writing report calling democracy strengthening parliament power monument hypocrisy cynicism main political position advantage work eurocrat van rompuy presides european council people deliberating knowing represents van rompuy helped merkel respect right european parliament adoption eu budget 20142020 far parliament resolution subject concerned november european council violated treaty rapporteur voted resolution longer air remember discontinuing council insufficient collective responsibility criticising state fully ignores lack concrete responsibility european commission heart daily negation democracy europe usefulness report finally confirmed crossreferences make joint statement council parliament exchange letter;12/12/2013;;;
Roberta Metsola;EPP;MT;report proposes meeting european council preceded possible debate parliament allowing adoption resolution president european council coming present subject agenda person agree voted favour;12/12/2013;;;
Alexander Mirsky;PES;LV;treaty lisbon gave new status new role european council temptation head state government resort intergovernmental expedient jeopardises method breach treaty clear agreement european council needed member european council accountable individually national parliament accountable collectively;12/12/2013;;;
Vital Moreira;PES;PT;writing voted favour lamassoure report relation european parliament representative institution national government particular council consider important document ep unexpected constitutional development treaty lisbon adoption power eu council composed head government member state presidency fact clear european council come key union institutional architecture openly exposing power conferred treaty challenging political legislative power council minister parliament executive power commission constitutional question worrying course nature thing binding european parliament political guidance council europe report point decisive test european council respect indicate vote european citizen ep election regard candidate president commission;12/12/2013;;;
Radvile MorkunaiteMikuleniene;EPP;LT;write fully support position set document treaty lisbon force year eu council ignored european parliament position european parliament institution directly organised eu citizen eu council account ep position legislative process align negotiating position;12/12/2013;;;
Antigoni Papadopoulou;PES;CY;treaty lisbon gave european council status european institution changing role pressure current crisis european council considerably aggrandised role increasing number extraordinary meeting raising european council level matter normally dealt council minister level respect european council go crucial treaty injunction legislative function temptation head state government resort intergovernmental expedient jeopardises method breach treaty clear agreement needed improve formalise working relation european council parliament joint statement interinstitutional agreement exchange letter moment member european council accountable individually national parliament accountable collectively;12/12/2013;;;
Raul Romeva i Rueda;Greens/EFA;ES;fvaour agreement parliament authority particular exchange letter president van rompuy sought account information transparency requirement far possible personally met parliament committee chair rapporteur sherpa discus number important topic replied written question provided regular report european council meeting plenary enlarged conference president numerous contact group chair practice worth formalising serve precedent future improved economic governance council saw fit renegotiate provision identical previous regulation applicable eu banking supervisory authority european council adopted contradictory position year apart avoided taking greater account parliament position negotiation 20142020 multiannual financial framework saw legislative process held ransom legally required unanimity council achieved preempting certain major policy choice regulation policy financed area reduces parliament role merely amending secondary provision;12/12/2013;;;
Tokia Saifi;EPP;FR;writing present following economic financial crisis european council significantly increased role destruction eu council parliament colegislators situation unacceptable formalization working relation european parliament council priority support proposal mr alain lamassoure rapporteur prepare debate parliament adopt resolution european council addition view european election essential statement 11 annexed treaty lisbon election future president ofthe commission respected clearly known european council intends apply treaty come selecting commission president order fully respect place role european citizen;12/12/2013;;;
Catherine Stihler;PES;UK;voted favour report provides good analysis relationship parliament council give insight potentially improve exchange information eu body;12/12/2013;;;
Dubravka Suica;EPP;HR;pressed european council provides union necessary incentive development set general policy guideline priority development believe necessary establish working relation council parliament stress council legislative function unlike parliament parliament informed activity order achieve type indirect control importance joint communication cooperation way possible strengthen democratic nature regulation supervisory role parliament given way implementing implementing communication institution believe efficient interinstitutional agreement exchange letter joint statement best way eu important principle achieved principle transparency consistency believe presidentinoffice council european commission president personally attend present parliament subject agenda allow debate place parliament resolution adopted president parliament fully present council meeting interinstitutional issue addressed order bring colleague consistent election representative welcome directive believe help develop better working relationship improve cooperation important institution union;12/12/2013;;;
Marc Tarabella;PES;BE;writing light year experience improvement formalization working relation european council parliament appears necessary form joint declaration interinstitutional agreement exchange letter opinion addition exceptional urgency european council meeting preceded debate european parliament allowing resolution adopted president council coming present agenda believe parliament council organize work way parliament opportunity know opinion matter good time allow president parliament account plenary session european meeting ask meeting european council held week parliament session absolutely commendable;12/12/2013;;;
Nuno Teixeira;EPP;PT;writing president european council van rompuy took account information transparency requirement deepened meeting chairman committee rapporteur parliament discus important issue believe european council meeting preceded debate european parliament subject emphasis meeting question parliament adopt position taken account council europe voted favour report call greater interinstitutional cooperation various body european union improving exchange information existence clear debate;12/12/2013;;;
SilviaAdriana Ticau;PES;RO;writing voted favour resolution relation european parliament institution representing national government believe light experience gained year improvement working relation european council parliament candidate form joint declaration interinstitutional agreement exchange letter ask parliament intervene good time time european council initiated action plan possible procedure include legislative dimension order decide cooperation parliament appropriate manner case support fact president parliament participate fully meeting european council interinstitutional matter addressed european parliament council adapt internal rule specify choice representative receive negotiating mandate report negotiation;12/12/2013;;;
MarieChristine Vergiat;GUE/NGL;FR;writing abstain report relation european parliament institution representing national government council eu minister especially commission head state government course report rightly reminded european council role played treaty lisbon promotion general political priority ban exercise legislative function reverse patent banking supervision authority european budget seven year example european parliament role legislative development greatly reduced instead putting cold crisis proposing measure wrong parliament responsibility commit iron arm european council respect priority refuse make major political choice;12/12/2013;;;
Angelika Werthmann;ALDE;AT;writing closer cooperation eu body feared time earlier individual body communicate productive participant follow work eu citizen citizen small large problem obstacle faced early stage cooperation eu body transparent communication outside citizen citizen feared;12/12/2013;;;
Ines Cristina Zuber;GUE/NGL;PT;writing parliament mistrusted clear approval process multiannual financial framework 20142020 parliament complied previously said accept preelection scenario voter number recommendation strengthen parliament role finally usual test life unusual unknown addition obviously rejected federalist approach report voted;12/12/2013;;;
Phil Bennion;ALDE;UK;mr president welcome resolution green infrastructure allows recognise make different benefit piece land offer environmental dimension supporting biodiversity ecosystem flood protection extremely important green infrastructure policy offer term economic social benefit creating job offering service support resolution information green infrastructure policy shared awareness raised think best practice example extremely useful ensure successful initiative area support need integrate green infrastructure policy area public health youth employment agree innovative smes role play area recognised;12/12/2013;;;
Sophie Auconie;EPP;FR;writing key role played green space insufficiently taken account public policy action ground area inter alia incontestable combat flood protect biodiversity ensure survival insect including bee dependent pollination voted favour report;12/12/2013;;;
Elena Basescu;EPP;RO;writing voted resolution witness dramatic change european country talk intensive use land urban development road energy infrastructure natural habitat biodiversity inevitably suffered believe green infrastructure represents possible solution problem talking investment bring environmental benefit economy create new job green infrastructure represents wish romania rich heritage habitat rare specie need adequate protection think essential offer solution work nature support initiative working reduce negative impact development green infrastructure biodiversity;12/12/2013;;;
