Speaker;Party;Country;Quote;date;Subject;Author;Questions and Answers
Jill Seymour;EFDD;UK;voted wish eu law;15/12/2016;;;
Sion Simon;PES;UK;today voted support objection concern proposal new implementing act phytosanitary measure import plant plant product commission draft modify existing rule citrus processing specific country outbreak xyllela fastidiosa italy introduction invasive alien specie europe need ensure import plant plant product free pest infected plant destroy sector economy region;15/12/2016;;;
Branislav Skripek;ECR;SK;writing voted event support precise import requirement order ensure protection eu territory case use import rule risk attracting injury increasing likelihood member state impose huge amount waste liquidate order subsequent restriction production home citrus eu depend import increase price domestic citrics eu;15/12/2016;;;
Davor Skrlec;Greens/EFA;HR;pressed voted favour report explanation vote critical existing evaluation work representative european parliament solely basis statistical number parliamentary activity authorised croatia fact reflect actual quality quantity work effectiveness greatest success representation;15/12/2016;;;
Monika Smolkova;PES;SK;writing commission objective commission implementing act phytosanitary observation import plant plant product supported account new rule applied area concern certain harmful organism attracted southern european region commission proposal regulation amending rule prior development citrus certain country rent italian plant xylla fastdios broken reveals invasive specie gross share entire economic sector essential commission change decision seriously affected rejection professional institution responsible protecting plant specie case import citrus attract invasive specie event imported fruit present northern europe need apply rule avoid hope commission manage proposal light current knowledge professional feedback;15/12/2016;;;
Ivan Stefanec;EPP;SK;writing protect europe production nature damage brought european dream context global trade putting guideline suffer harshness legislation;15/12/2016;;;
Dubravka Suica;EPP;HR;pressed resolution concern introduction protective measure inclusion harmful organism plant plant product spread community introduction protective measure place soon resolution enters force european parliament considers commission proposal consistent union law incompatible resolution eu 20162031 call commission amend adapt proposal amendment tabled resolution followed council commission government parliament member state support resolution believe necessary protect food production better;15/12/2016;;;
Patricija Sulin;EPP;SL;font voted favour draft resolution basis commission implementing directive amending annex v council directive protective measure introduction organism harmful plant plant product community spread european community believe draft commission implementing directive accordance union law comply objective regulation includes identification phytosanitary risk posed specie variety biotype pathogenic organism animal parasite plant harm plant plant product addition action taken reduce risk acceptable level;15/12/2016;;;
Eleutherios Sunadinos;NI;EL;writing eu necessary measure identify risk plant health plant plant disease harmful plant plant organism appropriate measure reducing risk acceptable level;15/12/2016;;;
Tibor Szanyi;PES;HU;writing voted favour initiative amending commission implementing directive introduction community organism harmful plant plant product measure protect spread european community according commission implementing directive appropriate lay provision introduction union certain harmful substance particular spread black cythrus disease outbreak citruslike disease compatible objective regulation eu 20162031 aimed identifying specie breed specie plant health risk harmful plant plant product reduce acceptable level risk destruction italian territory xylla fastidosa cultivation invasive specie europe show ensure imported product plant product environmentally sound infected plant destroy sector plant life regional economy;15/12/2016;;;
Claudia Tapardel;PES;RO;writing european union account food security plant health member state case imported product risk certain plant plant product harmful organism cross territory member state affect similar crop union spreading particularly true case thirdcountry importer donor xylla fastidiosa destroy existing culture country south union necessary effective protection measure spread duty treatment winter accordance recommendation organisation protection european mediterranean plant eppo check quality imported product important measure amendment proposed regulation commission accordance european legislation force requires substantial improvement reason support adoption necessary resolution;15/12/2016;;;
Marc Tarabella;PES;BE;writing share rapporteur opinion believe commission proposal commission implementing directive comply union law compatible objective regulation eu 20162031 determine phytosanitary risk posed specie strain biotype pathogenic agent animal plant parasite harmful plant plant;15/12/2016;;;
Pavel Telicka;ALDE;CZ;protective measure introduction citrus fruit organism eu overrules decision eu scientist researcher resolution proposed unnecessary measure country wanting import citrus fruit eu unfounded fear introduction new organism harmful existing organism community certain region voted resolution reality mean total stop citrus import country decreasing supply availability citrus fruit increase price eu consumer resolution existing legislation scientifically supported impose futile stricter unnecessary measure;15/12/2016;;;
Ivica Tolic;EPP;HR;pressed support proposal resolution objection accordance article 106 beneficiary protective measure entry community pest plant plant product spread union regard article 11 13th item inlistbox regulation 1822011 european parliament council establishment rule general principle concerning mechanism control member state exercise implementing power commission draft implementing directive accordance objective regulation 20162031 plan changed sense necessary introduce clause fruit country phytosanitary certificate area production fruit treated accordingly additional statement area production fruit treated appropriate manner phyllosticte citrcarpe plant method implemented appropriate time beginning vegetative cycle;15/12/2016;;;
Romana Tomc;EPP;SL;font draft resolution european parliament draft commission implementing directive amending annex v council directive 200029ec protective measure introduction organism harmful plant plant product community spread community draft commission implementing directive accordance union law comply objective regulation eu 20162031 identify phytosanitary risk posed specie variety biotype pathogenic organism animal parasite plant harmful plant plant product damaged organism measure reduce risk acceptable level regard recalled regulation eu 20162031 enter force soon enters effect 14 december 2019 repealing superseding directive 200029ec;15/12/2016;;;
Mylene Troszczynski;ENF;FR;writing proposed resolution aim increase control introduction european union fruit appropriate variety originating country resolution requires thirdcountry farm accompanied phytosanitary certificate proving fruit originate field production appropriate time subjected treatment different disease affect farm particularly proposal call strengthening control product contaminate production europe choose support objection way protect producer import expensive product country;15/12/2016;;;
Kazimierz Michal Ujazdowski;ECR;PL;writing strict control import citric acid increase risk introduction complaint wto impose disproportionate unreasonable requirement exporting country problem far proposed change exceed efsa recommendation case ongoing thirdcountry involvement problem addressed general monitoring measure case restriction use freezing process particularly indicative impossible study use new scientific process voted resolution;15/12/2016;;;
Miguel Urban Crespo;GUE/NGL;ES;writing voted favour draft resolution commission implementing directive amending annex v council directive 200029ec protection measure introduction community harmful organism plant plant product spread european community resolution directly affect citric acid sector strategic sector southern europe resolution doubt phytosanitary agreement reached regard import citrics country consider essential fruit produced union comply subsequent health process detailed label package complies established standard european parliament council voted october continue phytosanitary control support believe citric acid sector included process;15/12/2016;;;
Ernest Urtasun;Greens/EFA;ES;voted favour resolution prevention better cure strict control needed prevent entry damaging pest permanent crop like citrus tree protect livelihood producer resort environmentally damaging eradication measure;15/12/2016;;;
Viktor Uspaskich;ALDE;LT;write believe draft commission implementing directive accordance union law incompatible regulation eu purpose 20162031 define phytosanitary risk posed harmful pathogen specie strain biotype pathogenic animal parasitic plant regularly referred pest measure reduce risk acceptable;15/12/2016;;;
Ramon Luis Valcarcel Siso;EPP;ES;writing mean resolution camera demonstrates rejection european commission plan reduce sanction import country calling commission strengthen measure prevent spread new disease european territory safety european production depends largely functioning control import country intolerable reduce control resolution necessary order avoid behaviour think appropriate vote favour;15/12/2016;;;
Angela Vallina;GUE/NGL;ES;writing directive contrary legislation adopted protection measure far demanding fulfils requirement introduction union certain fruit susceptible pest particular regard black shortage citric acid citricular cancer proposed amendment directly affect citrics sector strategic sector southern europe underestimate phytosanitary threat posed import citrate country proposal resolution proposes amending directive way ensure appropriate check carried entry union fruit vegetable particular citric acid voted favour;15/12/2016;;;
Miguel Viegas;GUE/NGL;PT;writing vote october adoption regulation eu 13082013 european parliament council 26 october 2016 protective measure plant pest commission presenting draft commission implementing directive directly direction opposed regulation breach approved legislation take account requirement introduction market certain fruit subject pear particular lemon intended transformation black peach according proposal entry citrin conditional single visual inspection product declaration attesting good health fruit stating field subject treatment control phyllosticta citriccarpa black letter injectable;15/12/2016;;;
Harald Vilimsky;ENF;AT;writing rapporteur opinion implementing directive planned commission comply vo 20162031 vo 20162031 rapporteur correctly recognises legal basis planned implementation directive rl 200029 december 2019 protection plant pest subject wrongful legal observation submitted request;15/12/2016;;;
Jana Zitnanska;ECR;SK;writing adoption proposal implementing directive point view directive protection use harmful organism eu territory supported guidance based legislation seek protect plant plant product disease damage caused country access expansion eu territory case illegal feeding imported trouble stuff implementation direction object directed intended measure monitoring import citrus fruit relation product phyllosticta citricarpa problem guidance contrary accepted narrative replace future think case jewish health living space plant phytosanitary safety basic principle deal protection given value case protection land attracting spreading damage european union restored commercial afford damage household economic recovery allowing import demand risk uncontrollable expansion foreign land damage commercial profit;15/12/2016;;;
Carlos Zorrinho;PES;PT;writing voted favour resolution prohibits introduction harmful organism plant plant product order avoid spread european union objection necessary outbreak bacteria particular fixedscale xylla italy introduction invasive specie europe demonstrate necessary ensure import plant plant product free charge infected plant destroy sector economy region stress need product specified originating country accompanied phytosanitary certificate verifying fruit originating production field subjected appropriate treatment avoid spread bacteria pest;15/12/2016;;;
Milan Zver;EPP;SL;font voted favour european parliament resolution 15 draft commission implementing directive amending annex v council directive 200029ec protective measure introduction community organism harmful plant plant product resolution find draft commission implementing directive accordance union law comply objective regulation eu 20162031 identify phytosanitary risk posed specie variety biotype pathogenic organism animal parasite plant harmful plant plant product damaged organism measure reduce risk acceptable level believe proposal commission agree proposed;15/12/2016;;;
Monica Macovei;ECR;RO;mr president surface control pharmaceutical product led tragic tragedy caused thalidomide medicine prescribed administered pregnant woman result use medicine child born malformation happened 1960s child live thousand people suffering medicine survived pay cost medical social service permanent effect commission requested establish legal framework patient affected thalidomide receive similar support compensation;15/12/2016;;;
Stanislav Polcak;EPP;CZ;mr president like express solidarity victim tragedy happened year ago possible forget important remember beginning cause victim life today helping matter injury question practical life people need help health insurance expense medical facility number higher need concerned health care think europe owes pleased raised european parliament able monitor commission trying prepare legislative proposal capable providing specific assistance victim;15/12/2016;;;
Jiri Pospisil;EPP;CZ;mr president consider colleague said supported final resolution personally believe time certain drug harm number european union country country make victim completely different hand likely attacked completely fair fair european union european commission play certain coordinating role enter matter mediator try reconcile victim substantial damage lead decent life supported believe commission adopt certain binding legal provision role limited medium agreed condition damage accept new rule law;15/12/2016;;;
Anna Zaborska;EPP;SK;pleased ep today adopted opinion support adverse effect thalidomide using type woman pregnancy likely result fruit damage hand consider plus european institution duty fruit obtained worker hand analogous problem resolved 50 year talk company hope damage wo nt long wo nt hurt want warn eating convinced today informing citizen nonjewish effect nictorial drug person complete future way mention information use hormonal anticonception dilas ligament used medicinal product elimination pregnancy various endocrine dispersors;15/12/2016;;;
Sean Kelly;EPP;IE;mr president identify provision aid effective health service priority affected thalidomide light current future need deeply regret daily struggle experienced victim support motion resolution mean enhance pharmaceutical legislation transparency judicial proceeding treatment support affected essential right wrong failed pharmaceutical monitoring past formally recognising victim providing adequate compensation establishing concrete framework area shoulder percentage burden experienced victim european union european parliament particular stand right downtrodden victimised;15/12/2016;;;
Lars Adaktusson;EPP;SE;write today european parliament voted resolution replacement neurosedin injury resolution underline importance killing citizen damage eu member state drug company concerned responsibility important message support chosen vote final vote time like stress health health issue national competence resolution sufficient understanding;15/12/2016;;;
Isabella Adinolfi;EFDD;IT;writing thalidomide drug invented german pharmaceutical industry chemie grunenthal marketed 1957 antinause ipnotic sedative particularly addressed pregnant woman withdrawn market woman treated thalidomide exposed neonatal light severe congenital change development art amelia various degree focus estimated 20000 child born affected physical malformation view need fully acknowledge demand victim taldomide europe order ensure autonomy access medical care adequate quality life voted favour;15/12/2016;;;
Clara Eugenia Aguilera Garcia;PES;ES;writing voted favour resolution member state european commission implement european protocol formal recognition survivor thalidomide regardless country receive adequate fair compensation german special sanitary foundation contergan resolution pressure german government expand funding available victim thalidomide germany survivor affected country including spain spain socialist government rodriguez zapatero took measure compensate affected person establishing aid according degree minority march socialist promoting debate eurocamara urge current government continue action way raising ally fight spanish survivor victim thalidomide order recognize right worst disaster medicine 20th century hundred affected victim died recognition compensation today opportunity condemn survivor historic injustice;15/12/2016;;;
Marina Albiol Guzman;GUE/NGL;ES;writing voted favour resolution call involvement german state european commission member state including spanish develop mutual recognition compensation system victim thalidomide drug developed grunenthal pharmaceutical avoid pregnancy effect pregnancy resulted thousand baby malformatted continent thousand spanish state believe obligation member state comply fundamental right citizen citizen health framework way pharmaceutical marketed product obliged assume criminal responsibility subsidisely grant recognition status victim order access relevant compensation system system act maximum guarantee provide good faith access compensation potential beneficiary finally necessary spanish state review royal decree 10062010 granting aid victim ensuring affordable period adequate funding;15/12/2016;;;
Laima Liucija Andrikiene;EPP;LT;write voted favour european parliament resolution support person affected thalidomide 1957 german pharmaceutical company chemie grunenthal presented european market thalidomide medicine breastfeeding expectant woman impact 20000 child severe physical task 4 000 person affected thalidomide europe including 2800 germany 450 italy 400 united kingdom400 spain 103 sweden 90 austria 2015 conclusion study entitled affected use tolidomide health quality life employment united kingdom reflect growing physical psychological problem facing person affected period specific medical financial social need voted favour resolution agreeing necessary fully recognise need people living europe suffered thalidomide order ensure independence access health care service maintain proper quality life welcome objective compensation injured person enable meet need highly valued continues increase health care cost;15/12/2016;;;
Nikos Androulakes;PES;EL;writing voted favour resolution support victim maritime accident consider necessary recognise officially member state time come provide adequate justice compensation victim substance special fund ofthe german conteran foundation;15/12/2016;;;
MarieChristine Arnautu;ENF;FR;writing 1950s 1960s thalidomide antinause medicine extinction german pharmaceutical society chemiegrunenthal given pregnant woman 20 000 baby dead malformed today 4000 survivor europe 450 italy 90 austria 2800 germany 103 sweden 400 spain400 united kingdom 60 year later survivor looking justice particular cover medical cost related status voted resolution socialist group addressing directly member state european commission coordinate action particular creation european framework protocol motion resolution address sovereignty state proposal resolution italian member salvini bizotto borghezio ciocca fontana calling creation european commission assistance programme support contribute value added member state action voted favour motion resolution sovereignty member state;15/12/2016;;;
Jonathan Arnott;EFDD;UK;transparency democracy wish confirm voted favour resolution fair support compensation thalidomide victim important favour action;15/12/2016;;;
Zoltan Balczo;NI;HU;writing initiation standby procedure antidrugs placed market year view helping user thalidomide drug marketing company eliminated effect pregnant woman born worldwide physical mental disease adverse drug reaction unfortunately past seven year company able criminal shut payment damage injury suffered age year attributed effect birth irregularity increased health cost leading expensive treatment treatment relevant eu certainly aware problem regard eu level handling cost health care victim significant action taken case parliament call commission step address concern victim eu level ensure resource provided health event recapitalisation company obliged recognise responsibility pay damage acceptable compensation based supported adoption initiative;15/12/2016;;;
Hugues Bayet;PES;BE;writing adopted joint resolution reminds drama led marketing thalidomide end early 1960s caused death malformation thousand new generation european country call member state commission coordinate action measure formally recognise compensate thalidomide survivor request german government provide access thalidomide foundation person disability member ask survivor united kingdom spain italy sweden member state admitted regime collective basis status victim thalidomide accepted country;15/12/2016;;;
Beatriz Becerra Basterrechea;ALDE;ES;writing voted favour resolution fair necessary try pay debt remaining victim thalidomide approved text contains provision directly involve government spain view facilitating identification victim access special fund health contergan foundation led resolution political group received support liberal colleague submit amendment text deal responsibility grunenthal assume way german pharmacy compensate assist victim rewarded establish dialogue amendment approved large majority like resolution amendment contribute end greatest injustice able parliamentary activity particular historical discrimination suffered spanish victim end rewarded company 60 year;15/12/2016;;;
Xabier Benito Ziluaga;GUE/NGL;ES;writing voted favour resolution asks commission measure taken taken union level provide effective support assistance victim thalidomide family extend support european citizen affected thaladomid;15/12/2016;;;
Izaskun Bilbao Barandica;ALDE;ES;writing supported signed resolution victim thalidomide requires recognition order member state commission coordinate action action view officially recognizing survivor talimidide offering compensation supported amendment tabled group asking grunenthal company assume responsibility compensate treat victim regard expectation recognition reviewing procedure recognition victim condition launching dialogue victim remedy damage caused;15/12/2016;;;
Dominique Bilde;ENF;FR;writing 1950s 1960s thalidomide antinause medicine antivomiting german pharmaceutical society chemiegrunenthal given pregnant woman 20000 baby killed malformed today 4 000 survivor europe 450 italy 90 austria 2 800 germany 103 sweden 400 spain400 united kingdom year later survivor looking justice particular cover medical cost related status group particular italian colleague north league mara bizzotto forward resolution calling creation european commission assistance programme support member state action contribute added value respecting sovereignty voted favour resolution resolution;15/12/2016;;;
Mara Bizzotto;ENF;IT;writing 1957 german pharmaceutical industry chemie grunenthal placed market thalidomide antimedicine drug pregnant woman 20000 child born europe severe physical malformation focus survivor error today 4 000 450 italian nordic league 2014 contact european representative association bringing italian european italian supported fight presenting various parliamentary activity 9 march strasbourg plenary session commissioner andriukatis asked stress confidence importance ensuring financial support medical care social inclusion victim thalidomide joint resolution conclusion presented group drawn debate confirming parliament support victim considered collective disaster caused drug pressure strongly support text vote;15/12/2016;;;
Jose Blanco Lopez;PES;ES;writing voted favour resolution member state european commission implement european protocol formal recognition survivor thalidomide regardless country receive adequate fair compensation german special sanitary foundation contergan resolution urge german government extend funding available victim thalidomide germany survivor affected country including spain spain socialist government zapatero taken measure compensate affected person establishing aid according degree minority statement representative victim commission petition socialist promoted debate eurocamara view pressureing german government expand funding available german victim survivor country urging current government continue action way raised ally fight spanish survivor victim order recognize right greatest disaster 20th century medicine;15/12/2016;;;
Vilija Blinkeviciute;PES;LT;write voted favour resolution draw attention european parliament fact parliament commission view ethnic humanitarian standard correct damage caused ineffective control pharmacovigilance later hidden evidence tragedy thalidomide parliament note 2016 june federal government germany recognised 2017 january necessary possible amend german legislation talidomide fund parliament urge member state commission coordinated action measure allow official recognition compensation person affected thalidomide addition call federal government germany use future law partial amendment taildomide fund allow person affected admitted scheme trust established court support recipient national government scheme use special german health fund disabled person talaidomid fund parliament urge commission establish europeanlevel core protocol provides uniform compensation european citizen affected delalidomide regardless origin draw eu assistance support including provision financial social support victim family;15/12/2016;;;
Simona Bonafe;PES;IT;writing voted favour european parliament resolution commission member state ensure fair return community victim thalidomide 50 year tragedy thalidomide drug pregnant woman caused malformation newborn eu country victim baptized equal treatment want action measure coordinated order achieve official recognition guarantee compensation victim survivor;15/12/2016;;;
Biljana Borzan;PES;HR;support report thalidomide survivor formally recognised member state concerned finally given adequate fair compensation special health fund german contergan stiftung;15/12/2016;;;
Renata Briano;PES;IT;writing end 1950s 1961 thalidomide drug used time reduce female infant nausea caused 20 thousand child disability 100 thousand people permanently injured survivor thalidomide expect adequate recovery form community assistance public recognition drama german government heals tragic mistake year ago equal solution difficulty people living like thalidomide introduced market west germany 1957 bank medicine promote sleep relieve nausea symptom pregnant woman according producer company chemie grunenthal dependent completely safe pregnancy 1960 sold great success 46 country 1961 australian geologist william mcbride german pediatrician widukind lenz demonstrated correlation malformation newborn absence drug pregnancy consequently thalidomide withdrawn market today light scientific legal research confirming responsibility thalidomide european parliament asks commission adopt formal recognition victim;15/12/2016;;;
Soledad Cabezon Ruiz;PES;ES;writing voted favour resolution member state european commission implement european protocol formal recognition survivor thalidomide regardless country receive adequate fair compensation german special sanitary foundation contergan resolution pressure german government expand funding available victim thalidomide germany survivor affected country including spain spain socialist government rodriguez zapatero took measure compensate affected person establishing aid according degree minority march socialist promoting debate eurocamara urge current government continue action way raising ally fight spanish survivor victim thalidomide order recognize right worst disaster medicine 20th century hundred affected victim died recognition compensation today opportunity condemn survivor historic injustice;15/12/2016;;;
Nicola Caputo;PES;IT;writing today voted favour resolution thalidomide requires framework protocol european level european citizen victim thaladominide received comparable compensation regardless member state origin thalidomide represents collective disaster caused drug marketed chemie grunenthal gmbh end 1950s early 1960s safe medicine treating headache cough insomnia chilling caused death malformation thousand child european country woman pregnant scandal decade survivor seeking justice compensation solution enables support necessary care related physical condition report call recognition demand victim taldomide europe order ensure autonomy access medical care adequate quality life;15/12/2016;;;
Matt Carthy;GUE/NGL;IE;resolution deal wellknown issue thalidomide largest medical scandal 20th century produced german pharmaceutical company grunenthal thalidomide marketed 1950s safe drug used pregnant woman ease morning sickness led 20 000 baby born severe deformity 80 000 miscarried stillborn died infancy product eventually withdrawn early 1960s trial grunenthal employee prematurely ended 1970 federal german government intervened end subsequently meaning received criminal conviction disaster thalidomide victim received lumpsum payment special monthly living allowance depends country came resolution call thalidomide foundation provides fund grunenthal germany help victim open victim matter country call protocol ensure victim receive similar amount compensation reason supported resolution;15/12/2016;;;
David Casa;EPP;MT;voted favour resolution survivor eu unable apply funding cover cost social service currently single biggest concern thalidomide survivor 50 60 going need service coming year dependent carers thalidomide survivor need increasing support unmet health need body rapidly deteriorating owing nature disability lack support year birth resolution urge member state commission coordinate action measure seeking formally recognise provide compensation thalidomide survivor urge commission create framework protocol european level european union citizen affected thalidomide receive similar amount compensation regardless member state draw eu programme assistance support thalidomide victim family;15/12/2016;;;
Fabio Massimo Castaldo;EFDD;IT;writing following introduction european market antinause drug known thalidomide german pharmaceutical industry chemie grunenthal 1957 20000 child born severe physical malformation thousand people affected malformation 500 italy received complete fair recovery immediate damage voted favour doubt;15/12/2016;;;
Nessa Childers;PES;IE;victim recognised ought receive proper compensation company involved shoulder responsibility important adopt euwide approach compensation dealing company affected eu citizen spanning ireland spain sweden legitimate reason victim treated differently eu receive commensurate compensation monetary compensation satisfactory answer assistance support surviving victim including family vital help unmet health need barrier stigma face day day thalidomide survivor beaten life expectancy originally set doctor 70 80 faced deteriorating health chronic pain result disability fifty year fight thalidomide survivor go survivor formally recognised eu member state concerned finally given adequate fair compensation special health fund german conterganstiftung;15/12/2016;;;
Caterina Chinnici;PES;IT;writing thalidomide antimetic medicine management woman introduced european market 1957 german pharmaceutical industry chemie grunenthal estimated effect drug pregnant woman caused birth 20000 child affected severe physical malformation resolution considered favourable vote invited member state commission formally recognise victim thalidomide europe provide appropriate remedy particular come collective disaster caused drug believe appropriate commission establish community protocol allowing victim thalidomide receive equal treatment regardless member state origin think necessary develop programme european level aimed assisting supporting financial health care victim family think appropriate german federal government allows survivor thalidomide recognised court access special health fund person disability thalalidomide;15/12/2016;;;
Leuteres Khristophorou;EPP;;writing believe essential recognise requirement life seafarer europe order ensure autonomy access medical care appropriate quality life;15/12/2016;;;
Kostas Khrusogonos;GUE/NGL;EL;writing decided proposal resolution provide support victim seabed obvious citizen relative health affected substance seadomide voted favour;15/12/2016;;;
Angelo Ciocca;ENF;IT;writing positive vote plenary support political group victim drug thalidomide antiemetic pregnant woman damage caused medicine child woman terrible europe 20 000 neonatals reported physical malformation focomelia;15/12/2016;;;
Deirdre Clune;EPP;IE;supported motion resolution support thalidomide victim;15/12/2016;;;
Birgit CollinLangen;EPP;DE;writing included resolution question thalidomide damage eliminated need support point view european issue claim directly institution conterganese foundation germany;15/12/2016;;;
Lara Comi;EPP;IT;writing voted favour action commission call establishment framework protocol european level european citizen affected thalidomide receive similar benefit regardless member state origin develop eu programme assistance support including financial social provision victim thaldomides family;15/12/2016;;;
Javier Couso Permuy;GUE/NGL;ES;writing voted favour resolution call involvement german state european commission member state including spanish develop mutual recognition compensation system victim thalidomide drug developed grunenthal pharmaceutical prevent pregnancy effect pregnancy ended causing thousand baby continent thousand spanish state believe obligation member state comply fundamental right citizen citizen health framework way pharmaceutical marketed product obliged assume criminal responsibility subsidisely grant recognition status victim order access relevant compensation system system act maximum guarantee provide good faith access compensation potential beneficiary finally necessary spanish state review royal decree 10062010 granting aid victim ensuring affordable period adequate funding;15/12/2016;;;
Andrea Cozzolino;PES;IT;writing presence thalidomide collective disaster caused drug investigation followed establish irregularity revealed gap term pharmacovigilance state placed market believe important ensure financial support survivor thalidomide order address increasingly recognizing need appropriate solution survivor guarantee quality life protected;15/12/2016;;;
Edward Czesak;ECR;PL;writing taking account drama woman affected adverse effect use thalidomide voted favour adopting resolution provide support drug victim talidomide used treat pregnancy pregnant woman headache insomnia diarrhoea 50 year 60th item inlistbox caused destruction fruit particular form shortterm lack noteworthy happened member state victim financially secure deal rising cost treatment importance problem highlighted fact case main reason adoption union legislation supervision pharmaceutical industry fully support resolution coordination action supporting victim effort harm enable action certain country germany spain establishment european support programme gunenthal gmbh commit crime pay appropriate damage;15/12/2016;;;
Miriam Dalli;PES;MT;thalidomide drug used nausea pregnant woman 1950s 1960s drug resulted malformation infant case fatal sponsor resolution favour recognition compensation survivor europe need urge member state commission coordinate action measure formally recognise provide compensation thalidomide survivor german federal government use opportunity presented forthcoming amendment thalidomide foundation act allow thalidomide survivor accredited courtappointed trust scheme beneficiary national government scheme access special health fund german contergan stiftung request thalidomide survivor admitted scheme group basis status thalidomideaffected individual accepted bona fide country commission need create framework protocol european level european citizen affected thalidomide receive similar amount compensation regardless member state;15/12/2016;;;
Daniel Dalton;ECR;UK;welcome resolution cosigned overdue statement support thalidomide victim government particular german government failed duty care thalidomide survivor grunenthal gmbh day accepted responsibility action 50 year ago need start working interest thalidomide survivor hope resolution sends strong signal action needed thalidomide survivor carers reach stage life assistance inevitably needed waited long proper compensation;15/12/2016;;;
Michel Dantin;EPP;FR;writing resolution state support victim thalidomide medicine sold 1954 avoid pregnancy pregnant woman medicine caused case new birth malformation 10000 child affected 5000 alive resolution strongly condemns member state delayed withdrawal thalidomide market particular spain state prohibit medicinal product european meps member state ensure appropriate compensation victim thalidomide cover medical physical cost support objective voted favour resolution;15/12/2016;;;
Rachida Dati;EPP;FR;writing voted favour resolution support victim thalidomide used europe 1950s medicine responsible congenital malformation member state taken different measure deal victim thalidomide extent support depend nationality victim better recognition status thalidomide victim european level company responsible production thalidomide assume responsibility;15/12/2016;;;
Angelique Delahaye;EPP;FR;writing thalidomide medicine effect used adequate control particular cause malformation fetish pregnant woman caused victim 1960s resolution seek extend recognition victim member state recognition allow extension compensation measure victim important public health problem recognised dealt european level voted favour resolution;15/12/2016;;;
Gerard Deprez;ALDE;BE;writing supported resolution favour better access destruction victim thalidomide drug produced germany prescribed pregnant woman breastfeeding caused childhood malformation 1950s1960 following finding disastrous consequence taking medicine unacceptable victim currently fighting fair destruction eu country important believe citizen concerned access similar compensation member state end urgent european commission create framework protocol european level eu citizen affected thalidomide receive compensation important commission develop european aid support programme victim family soon possible;15/12/2016;;;
Marielle de Sarnez;ALDE;FR;writing germany marketed end 1950s thalidomide prescription medicine pregnancyrelated nausea headache cough insomnia rhummy initiated woman consumed european country resulting death congenital malformation thousand new birth scandal shocking evidence failure pharmaceutical control federal republic germany year later victim fighting achieve breakdown mechanism provided differ state status person affected thalidomide granted condition european union member state ensure citizen concerned access similar compensation essential union demonstrate solidarity proposing european aid support programme victim tragedy family;15/12/2016;;;
Mireille DOrnano;ENF;FR;writing voted proposal common resolution issued group treatment german laboratory chemiegrunenthal intended treat certain problem early nausea caused malformation pregnant woman pregnancy 50 60 compensation charge victim insufficient group proposal resolution call creation framework protocol european level;15/12/2016;;;
Angel Dzhambazki;ECR;BG;written form tiladomide medicine used end 50 beginning 60 used pregnant woman relieve morning fall spring flu consequence use terrible pregnant woman damaged fruit case negative effect resolution call member state support drug victim condemns action pharmaceutical company placed market supported resolution;15/12/2016;;;
Georgios Epitedeios;NI;EL;writing essential fully recognise requirement life seafarer europe order ensure independence access medical care adequate quality life programme assistance developed complement action member state provide financial support victim maritime accident family;15/12/2016;;;
Jill Evans;Greens/EFA;UK;voted favour resolution signatory recognition victim thalidomide thalidomide survivor campaign worked tirelessly year justice survivor fund wale survivor country support health care need increasing fifty year need urgent action german government;15/12/2016;;;
Eleonora Evi;EFDD;IT;writing voted favour resolution thalidomide call recognition claim victim thaladomides europe order obtain comparable compensation various member state guarantee autonomy access medical care dignified quality life thalidomide scandal remains disastrous development history pharmacovigilance year victim survived seeking justice recognition adequate compensation;15/12/2016;;;
Jose Manuel Fernandes;EPP;PT;writing 4 000 survivor thalidomide europe today 2800 germany 450 italy 400 united kingdom 40 spain 103 sweden 90 austria nearly decade survivor waiting justice compensation solution allows endure unfair treatment physical condition requires consider necessary fully acknowledge need victim thalidomide living europe order ensure autonomy access medical treatment quality life commission develop programme assistance complementing action member state aimed providing financial support victim thalidomide family;15/12/2016;;;
Edouard Ferrand;ENF;FR;writing group proposal resolution calling creation programme assistance support contribute value added member state action;15/12/2016;;;
Joao Ferreira;GUE/NGL;PT;writing thalidomide marketed 1956 anti grip silent sleep disorder tranquilizer indicated case early enjoyes pregnancy withdrawn market year later associated case congenital malformation estimated 10 thousand 20 thousand victim thalidomide world different degree deficiency chemie gruengental company responsible marketing thalidomide previously perform clinical trial victim thalidomide trying solution medical cost health complication present going worsen year european commission held 50th anniversary pharmaceutical legislation 2015 ensure safety medicinal product tragedy thalidomide main reason creation legislation resolution aim pressure competent authority create condition necessary ensure support victim thalidomide member state follows time german parliament amend law financial support rule survivor;15/12/2016;;;
Luke Ming Flanagan;GUE/NGL;IE;voted yes agree;15/12/2016;;;
Lampros Phountoules;NI;EL;writing voted favour proposal essential fully recognise requirement life seafarer europe order ensure independence access medical care adequate quality life programme assistance drawn complement member state effort provide financial support seabed victim family;15/12/2016;;;
Ashley Fox;ECR;UK;voted favour resolution thalidomide victim germany responsibility government action 1970s allow victim access survivor fund money urgently needed help care affected drug adapt home able live independently possible disgrace fight recognition pharmaceutical company ongoing hope report enable real progress victim;15/12/2016;;;
